sample_id,cell_type,firre_ko,firre_induced,timepoint,replicate,experiment_replicate,timecourse_length,date_sequenced,sample_name,raw_data_read1,raw_data_read2,raw_data_read1_file_name,raw_data_read2_file_name,md5_read1,md5_read2
JR2738,ESC,WT,control,2880,2,1,long,2019-12,JR2738_ESC_WT_control_2880_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2738-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2738-Rinn-pool-293_R2_001.fastq.gz,JR2738-Rinn-pool-293_R1_001.fastq.gz,JR2738-Rinn-pool-293_R2_001.fastq.gz,2e63e78659574dd8cf5d2f66fd250558,0e696a0486fec6aae4c09672e63b46bf
JR2739,ESC,WT,firre_induced,2880,2,1,long,2019-12,JR2739_ESC_WT_firre_induced_2880_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2739-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2739-Rinn-pool-293_R2_001.fastq.gz,JR2739-Rinn-pool-293_R1_001.fastq.gz,JR2739-Rinn-pool-293_R2_001.fastq.gz,3a107ddd5d631feb506307ca0f1efb7e,27747491d5042c27a5e9923b2c0bf283
JR2740,ESC,WT,firre_induced,1440,3,1,long,2019-12,JR2740_ESC_WT_firre_induced_1440_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2740-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2740-Rinn-pool-293_R2_001.fastq.gz,JR2740-Rinn-pool-293_R1_001.fastq.gz,JR2740-Rinn-pool-293_R2_001.fastq.gz,364b0da24f83f15a172afc8f7c3e3bd3,f71c79a884ad38fc102f3b0e5348bc1f
JR2741,ESC,WT,control,1440,1,1,long,2019-12,JR2741_ESC_WT_control_1440_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2741-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2741-Rinn-pool-293_R2_001.fastq.gz,JR2741-Rinn-pool-293_R1_001.fastq.gz,JR2741-Rinn-pool-293_R2_001.fastq.gz,c34d8ea8021634a106a68af03d668f5f,4f3178b62d80d669e9d52c11c800b73b
JR2742,ESC,KO,firre_induced,1440,3,1,long,2019-12,JR2742_ESC_KO_firre_induced_1440_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2742-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2742-Rinn-pool-294_R2_001.fastq.gz,JR2742-Rinn-pool-294_R1_001.fastq.gz,JR2742-Rinn-pool-294_R2_001.fastq.gz,fa385ddabb51060d291ba67747a8347d,87e11b9ab000839d1a9d85c7f842c97f
JR2743,ESC,KO,firre_induced,2880,2,1,long,2019-12,JR2743_ESC_KO_firre_induced_2880_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2743-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2743-Rinn-pool-294_R2_001.fastq.gz,JR2743-Rinn-pool-294_R1_001.fastq.gz,JR2743-Rinn-pool-294_R2_001.fastq.gz,526c69b48a6a98b4dfa79c0dfed91e61,5fb9a03a3e0bb384c7699e9dec348d14
JR2744,ESC,KO,firre_induced,2880,3,1,long,2019-12,JR2744_ESC_KO_firre_induced_2880_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2744-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2744-Rinn-pool-294_R2_001.fastq.gz,JR2744-Rinn-pool-294_R1_001.fastq.gz,JR2744-Rinn-pool-294_R2_001.fastq.gz,6c4853222b363cf27f5a9cf70441a28b,ed673ed7629b456f9cf0940b19c8ab1d
JR2745,ESC,KO,control,1440,3,1,long,2019-12,JR2745_ESC_KO_control_1440_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2745-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2745-Rinn-pool-294_R2_001.fastq.gz,JR2745-Rinn-pool-294_R1_001.fastq.gz,JR2745-Rinn-pool-294_R2_001.fastq.gz,6404b1d9ce0b2ffd935b09059c32a9a9,fcd8a2e63ec852259bd399b677725eaa
JR2746,ESC,KO,firre_induced,1440,1,1,long,2019-12,JR2746_ESC_KO_firre_induced_1440_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2746-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2746-Rinn-pool-294_R2_001.fastq.gz,JR2746-Rinn-pool-294_R1_001.fastq.gz,JR2746-Rinn-pool-294_R2_001.fastq.gz,65cea69a20a711a173949dbfc3d0b56d,7f7a7fd3f2fb075d930dbdebab1575e6
JR2747,ESC,KO,firre_induced,2880,1,1,long,2019-12,JR2747_ESC_KO_firre_induced_2880_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2747-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2747-Rinn-pool-294_R2_001.fastq.gz,JR2747-Rinn-pool-294_R1_001.fastq.gz,JR2747-Rinn-pool-294_R2_001.fastq.gz,c622ead4ea339d2f493e0080f60f06dd,bcb3b8f7f0a495fa6e821a4eec06248a
JR2748,ESC,KO,firre_induced,1440,2,1,long,2019-12,JR2748_ESC_KO_firre_induced_1440_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2748-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2748-Rinn-pool-294_R2_001.fastq.gz,JR2748-Rinn-pool-294_R1_001.fastq.gz,JR2748-Rinn-pool-294_R2_001.fastq.gz,706843cb923f87a814a023128d41acbe,2eb8ae8271a5bdb0ddf1329bab5942fc
JR2749,ESC,KO,control,1440,1,1,long,2019-12,JR2749_ESC_KO_control_1440_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2749-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2749-Rinn-pool-294_R2_001.fastq.gz,JR2749-Rinn-pool-294_R1_001.fastq.gz,JR2749-Rinn-pool-294_R2_001.fastq.gz,ac76dc3cd07244665263c47bd2ce0b07,f129764b52f3c78e8589d4735103f401
JR2750,ESC,KO,control,2880,1,1,long,2019-12,JR2750_ESC_KO_control_2880_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2750-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2750-Rinn-pool-294_R2_001.fastq.gz,JR2750-Rinn-pool-294_R1_001.fastq.gz,JR2750-Rinn-pool-294_R2_001.fastq.gz,2d4cc80a9dfb0fe719618857dc8ca659,68b719fc9b169d640617e9aadc5dd958
JR2751,ESC,KO,control,1440,2,1,long,2019-12,JR2751_ESC_KO_control_1440_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2751-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2751-Rinn-pool-294_R2_001.fastq.gz,JR2751-Rinn-pool-294_R1_001.fastq.gz,JR2751-Rinn-pool-294_R2_001.fastq.gz,6f884bf8b5379f0e4b6ec74291353e9f,7ab207f1a6fbc8f6653b2932e1c497a7
JR2752,ESC,KO,control,2880,2,1,long,2019-12,JR2752_ESC_KO_control_2880_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2752-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2752-Rinn-pool-294_R2_001.fastq.gz,JR2752-Rinn-pool-294_R1_001.fastq.gz,JR2752-Rinn-pool-294_R2_001.fastq.gz,b8b9136463e29d030b83b5fc58424d8c,e5b6be25ebd14908a88c463c8b0ead6a
JR2753,ESC,KO,control,2880,3,1,long,2019-12,JR2753_ESC_KO_control_2880_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2753-Rinn-pool-294_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2753-Rinn-pool-294_R2_001.fastq.gz,JR2753-Rinn-pool-294_R1_001.fastq.gz,JR2753-Rinn-pool-294_R2_001.fastq.gz,a3d596154bbc7c2c00d747c8c51b708c,24e63240b5d3b765149bb21ca2f7cd60
JR2754,ESC,KO,firre_induced,720,2,1,long,2019-12,JR2754_ESC_KO_firre_induced_720_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2754-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2754-Rinn-pool-295_R2_001.fastq.gz,JR2754-Rinn-pool-295_R1_001.fastq.gz,JR2754-Rinn-pool-295_R2_001.fastq.gz,be956ad7486f131a80e8b88d42ccb703,e68d8d9410d2c9f4717c71584f98eb88
JR2755,ESC,WT,firre_induced,720,1,1,long,2019-12,JR2755_ESC_WT_firre_induced_720_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2755-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2755-Rinn-pool-295_R2_001.fastq.gz,JR2755-Rinn-pool-295_R1_001.fastq.gz,JR2755-Rinn-pool-295_R2_001.fastq.gz,639f38496643068af52393a439ad531c,83c867c7faebaba4cb6b4f4f4272e4b5
JR2756,ESC,KO,control,720,1,1,long,2019-12,JR2756_ESC_KO_control_720_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2756-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2756-Rinn-pool-295_R2_001.fastq.gz,JR2756-Rinn-pool-295_R1_001.fastq.gz,JR2756-Rinn-pool-295_R2_001.fastq.gz,501d5a567eea09f2f40a6f284efedf91,fe0c526460491f6ac89322c253d3d036
JR2757,ESC,KO,firre_induced,720,3,1,long,2019-12,JR2757_ESC_KO_firre_induced_720_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2757-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2757-Rinn-pool-295_R2_001.fastq.gz,JR2757-Rinn-pool-295_R1_001.fastq.gz,JR2757-Rinn-pool-295_R2_001.fastq.gz,2e180554b6cbaedcd4570ada11de2b72,8e0158e3794346c2d3cfb155b940ccce
JR2758,ESC,WT,control,720,3,1,long,2019-12,JR2758_ESC_WT_control_720_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2758-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2758-Rinn-pool-295_R2_001.fastq.gz,JR2758-Rinn-pool-295_R1_001.fastq.gz,JR2758-Rinn-pool-295_R2_001.fastq.gz,c1cea5c7d49c676971f5ecf5bfb88b57,e98ba18c8bb26ecebefedf97d051200d
JR2759,ESC,WT,firre_induced,720,3,1,long,2019-12,JR2759_ESC_WT_firre_induced_720_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2759-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2759-Rinn-pool-295_R2_001.fastq.gz,JR2759-Rinn-pool-295_R1_001.fastq.gz,JR2759-Rinn-pool-295_R2_001.fastq.gz,a8cf85c79bc179c997bf1b6ea0ae2815,098298f84acb703c2587897d6cc66b69
JR2760,ESC,WT,firre_induced,720,2,1,long,2019-12,JR2760_ESC_WT_firre_induced_720_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2760-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2760-Rinn-pool-295_R2_001.fastq.gz,JR2760-Rinn-pool-295_R1_001.fastq.gz,JR2760-Rinn-pool-295_R2_001.fastq.gz,15fb8c2dea7c5d7056cd74a1f3b60ae1,041cb3246c06dbc5ce75b05024a706c2
JR2761,ESC,KO,firre_induced,720,1,1,long,2019-12,JR2761_ESC_KO_firre_induced_720_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2761-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2761-Rinn-pool-295_R2_001.fastq.gz,JR2761-Rinn-pool-295_R1_001.fastq.gz,JR2761-Rinn-pool-295_R2_001.fastq.gz,abe708d88ddda26d024ea69a4e7ea6bd,32e56a97420b0428b58bd0776b9ce3e8
JR2762,ESC,WT,control,720,1,1,long,2019-12,JR2762_ESC_WT_control_720_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2762-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2762-Rinn-pool-295_R2_001.fastq.gz,JR2762-Rinn-pool-295_R1_001.fastq.gz,JR2762-Rinn-pool-295_R2_001.fastq.gz,1927d056d67527d8494199e91ca98667,4abce738198da805265c5fdf76637987
JR2763,ESC,KO,control,720,2,1,long,2019-12,JR2763_ESC_KO_control_720_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2763-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2763-Rinn-pool-295_R2_001.fastq.gz,JR2763-Rinn-pool-295_R1_001.fastq.gz,JR2763-Rinn-pool-295_R2_001.fastq.gz,c9cd7837df1a5ac4d27056f941e5c1a6,5a00d9e2bb6587ab559f918053cd16d5
JR2764,ESC,KO,control,720,3,1,long,2019-12,JR2764_ESC_KO_control_720_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2764-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2764-Rinn-pool-295_R2_001.fastq.gz,JR2764-Rinn-pool-295_R1_001.fastq.gz,JR2764-Rinn-pool-295_R2_001.fastq.gz,3d604655f5d42b0a0d465254489281a9,eb8831bb76e8e5729198ad5bff547e25
JR2765,ESC,WT,control,720,2,1,long,2019-12,JR2765_ESC_WT_control_720_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2765-Rinn-pool-295_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2765-Rinn-pool-295_R2_001.fastq.gz,JR2765-Rinn-pool-295_R1_001.fastq.gz,JR2765-Rinn-pool-295_R2_001.fastq.gz,52816a0f7cfe18565e0450c4f998eb36,a1a45c0a33d483215ce38c64e8070c1a
JR2878,NPC,WT,control,0,1,1,short,2020-08,JR2878_NPC_WT_control_0_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2878_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2878_R2_001.fastq.gz,JR2878_R1_001.fastq.gz,JR2878_R2_001.fastq.gz,2369d53cb636d0b6d406d7185dfa5a45,0f7b90c34b457fd3f3f56f5766851616
JR2879,NPC,WT,control,0,2,1,short,2020-08,JR2879_NPC_WT_control_0_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2879_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2879_R2_001.fastq.gz,JR2879_R1_001.fastq.gz,JR2879_R2_001.fastq.gz,b4e286022d126cd77debaa4a1498ab5a,a3848301192bd669bc5366635f02105d
JR2880,NPC,WT,control,90,2,1,short,2020-08,JR2880_NPC_WT_control_90_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2880_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2880_R2_001.fastq.gz,JR2880_R1_001.fastq.gz,JR2880_R2_001.fastq.gz,09213e2df580cb9665a9661de3e5adad,a7574e03cf11580cf7f9abab741ef71c
JR2881,NPC,WT,control,180,2,1,short,2020-08,JR2881_NPC_WT_control_180_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2881_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2881_R2_001.fastq.gz,JR2881_R1_001.fastq.gz,JR2881_R2_001.fastq.gz,7c343eabfeb186e4832704218a36bac8,6a20dce92dcbfec39feb247c4e69867d
JR2882,NPC,WT,control,360,2,1,short,2020-08,JR2882_NPC_WT_control_360_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2882_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2882_R2_001.fastq.gz,JR2882_R1_001.fastq.gz,JR2882_R2_001.fastq.gz,3fad191efddfd083b198bd7473de305c,91bac1d1b948ca5596a185f60bd81bbe
JR2883,NPC,WT,control,30,1,1,short,2020-08,JR2883_NPC_WT_control_30_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2883_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2883_R2_001.fastq.gz,JR2883_R1_001.fastq.gz,JR2883_R2_001.fastq.gz,3d3756754082ef6a002caebaa0295b6a,45a66133f215bae960bbdbc963c37c86
JR2884,NPC,WT,control,360,1,1,short,2020-08,JR2884_NPC_WT_control_360_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2884_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2884_R2_001.fastq.gz,JR2884_R1_001.fastq.gz,JR2884_R2_001.fastq.gz,475f9b6d8f3ff2933354a2997c67bfef,1e78d0bf952013b0e3a5a765bf3bbfcd
JR2885,NPC,WT,control,30,2,1,short,2020-08,JR2885_NPC_WT_control_30_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2885_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2885_R2_001.fastq.gz,JR2885_R1_001.fastq.gz,JR2885_R2_001.fastq.gz,a46ffbe5d15688630659e0549d6fe6fd,f6f5cc9ed2cd0870959dd4614a5f9ad0
JR2886,NPC,WT,control,180,1,1,short,2020-08,JR2886_NPC_WT_control_180_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2886_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2886_R2_001.fastq.gz,JR2886_R1_001.fastq.gz,JR2886_R2_001.fastq.gz,a66ffe2be216b93f823dab5adc8698cf,6d867d9e1cb13bef39f4ccf9a5d83b6d
JR2887,NPC,WT,control,270,2,1,short,2020-08,JR2887_NPC_WT_control_270_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2887_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2887_R2_001.fastq.gz,JR2887_R1_001.fastq.gz,JR2887_R2_001.fastq.gz,a2140c760d024a1dc964a4e36392699b,f0b36e6762112e0545b187aa6a4d8751
JR2888,NPC,WT,control,270,1,1,short,2020-08,JR2888_NPC_WT_control_270_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2888_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2888_R2_001.fastq.gz,JR2888_R1_001.fastq.gz,JR2888_R2_001.fastq.gz,c2a31517b3c231a01e43ae41967abb20,712008bb732207f3ae5d8caac9aa4539
JR2889,NPC,WT,control,90,1,1,short,2020-08,JR2889_NPC_WT_control_90_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2889_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2889_R2_001.fastq.gz,JR2889_R1_001.fastq.gz,JR2889_R2_001.fastq.gz,dfd32a3b9c00d21aa29e00c60651f913,bc250ca69fa34baec4076494fa25a875
JR2890,NPC,WT,firre_induced,360,2,1,short,2020-08,JR2890_NPC_WT_firre_induced_360_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2890_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2890_R2_001.fastq.gz,JR2890_R1_001.fastq.gz,JR2890_R2_001.fastq.gz,3ac47802fed4bdc5491c6de28ecfb70f,7e6d5f5aaa84fc57e27ec76dc0e55bff
JR2891,NPC,WT,firre_induced,30,2,1,short,2020-08,JR2891_NPC_WT_firre_induced_30_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2891_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2891_R2_001.fastq.gz,JR2891_R1_001.fastq.gz,JR2891_R2_001.fastq.gz,e6835fed1582d9c56e4faa960f50d897,4d2038b50a1a426e27239dfc2bf7fe82
JR2892,NPC,WT,firre_induced,90,1,1,short,2020-08,JR2892_NPC_WT_firre_induced_90_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2892_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2892_R2_001.fastq.gz,JR2892_R1_001.fastq.gz,JR2892_R2_001.fastq.gz,8e49d197d9a2b1bec7e20ecc5c7755e0,fbbeac7ae37984f172bf1934826fd8ca
JR2893,NPC,WT,firre_induced,360,1,1,short,2020-08,JR2893_NPC_WT_firre_induced_360_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2893_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2893_R2_001.fastq.gz,JR2893_R1_001.fastq.gz,JR2893_R2_001.fastq.gz,68252a26526f55bbb00ba0e19ee5ebbf,f789738e1892f1a34eed3271b2b427cb
JR2894,NPC,WT,firre_induced,180,2,1,short,2020-08,JR2894_NPC_WT_firre_induced_180_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2894_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2894_R2_001.fastq.gz,JR2894_R1_001.fastq.gz,JR2894_R2_001.fastq.gz,b9e7fe6eae16ae881d46afc7aad1cef9,984417dd84e28040d54c9dba8b3ec9e2
JR2895,NPC,WT,firre_induced,270,1,1,short,2020-08,JR2895_NPC_WT_firre_induced_270_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2895_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2895_R2_001.fastq.gz,JR2895_R1_001.fastq.gz,JR2895_R2_001.fastq.gz,c5d03de58705aa8f3164f543df63e53c,6c6f69b55a6ee4052d38560e6c6fd9ab
JR2896,NPC,WT,firre_induced,30,1,1,short,2020-08,JR2896_NPC_WT_firre_induced_30_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2896_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2896_R2_001.fastq.gz,JR2896_R1_001.fastq.gz,JR2896_R2_001.fastq.gz,c263d25876d887c6fd6f84ad50dd3751,74bf3af3d90e512544d75d2c07c4d006
JR2897,NPC,WT,firre_induced,180,1,1,short,2020-08,JR2897_NPC_WT_firre_induced_180_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2897_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2897_R2_001.fastq.gz,JR2897_R1_001.fastq.gz,JR2897_R2_001.fastq.gz,b6edd1ebbfc68e97cee4690bc424c0e7,f96630b11c5ab177a7f9c0df5f2554b1
JR2898,NPC,WT,firre_induced,90,2,1,short,2020-08,JR2898_NPC_WT_firre_induced_90_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2898_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2898_R2_001.fastq.gz,JR2898_R1_001.fastq.gz,JR2898_R2_001.fastq.gz,b68270363a470de53f186d92878af4bc,64f16eaf2296c1c65a40199587666f36
JR2899,NPC,WT,firre_induced,270,2,1,short,2020-08,JR2899_NPC_WT_firre_induced_270_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2899_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2899_R2_001.fastq.gz,JR2899_R1_001.fastq.gz,JR2899_R2_001.fastq.gz,f5dd16fde6859d6c809df13805c42a40,0cf810c0d2ca035955d9a4c987d0f0f8
JR2900,NPC,WT,firre_induced,0,2,1,short,2020-08,JR2900_NPC_WT_firre_induced_0_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2900_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2900_R2_001.fastq.gz,JR2900_R1_001.fastq.gz,JR2900_R2_001.fastq.gz,a1b398247f08a8766b7ce756829a9760,12a0ff26f42c9ef4730c8f6289ed3c9c
JR2901,NPC,WT,firre_induced,0,1,1,short,2020-08,JR2901_NPC_WT_firre_induced_0_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2901_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2901_R2_001.fastq.gz,JR2901_R1_001.fastq.gz,JR2901_R2_001.fastq.gz,129df39b5e55d0eeadd4d23abb99e416,a9614111812d424bdee1422da7f4c641
JR2902,NPC,KO,control,0,1,1,short,2020-08,JR2902_NPC_KO_control_0_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2902_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2902_R2_001.fastq.gz,JR2902_R1_001.fastq.gz,JR2902_R2_001.fastq.gz,f269acec45f2d64491eb553e9130c609,f35847229a3a63796b9ae05563f264b1
JR2903,NPC,KO,control,0,2,1,short,2020-08,JR2903_NPC_KO_control_0_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2903_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2903_R2_001.fastq.gz,JR2903_R1_001.fastq.gz,JR2903_R2_001.fastq.gz,671ec325abc3447e2209811af28a945b,e81987687950a6d3dc222a8717fdac73
JR2904,NPC,KO,control,360,1,1,short,2020-08,JR2904_NPC_KO_control_360_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2904_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2904_R2_001.fastq.gz,JR2904_R1_001.fastq.gz,JR2904_R2_001.fastq.gz,d577c2a5dc5576b0b3b591d218b8aa3c,cd7d3a791872df27975e3b6c7eb292c6
JR2905,NPC,KO,control,270,2,1,short,2020-08,JR2905_NPC_KO_control_270_rep2,/rinnlab/rinngrp/mism6893/ftc_npc/JR2905_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2905_R2_001.fastq.gz,JR2905_R1_001.fastq.gz,JR2905_R2_001.fastq.gz,28222af193b784777acb3c72879c3412,7315cfbfbdae37a2f91b343f435bf7ad
JR2906,NPC,KO,control,270,1,1,short,2020-08,JR2906_NPC_KO_control_270_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2906_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2906_R2_001.fastq.gz,JR2906_R1_001.fastq.gz,JR2906_R2_001.fastq.gz,81ad0d0201b966da09eb82bf0e2100d6,8fa7620694e08a4c40fcd1ac3cff6ebf
JR2907,NPC,KO,control,30,1,1,short,2020-08,JR2907_NPC_KO_control_30_rep1,/rinnlab/rinngrp/mism6893/ftc_npc/JR2907_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_npc/JR2907_R2_001.fastq.gz,JR2907_R1_001.fastq.gz,JR2907_R2_001.fastq.gz,afb69aaefdc29e8b07b8c43f7c438ef8,cd5843db3baa6c5211c798143bcf7728
